DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,0.0,0.0,0.0,6837222.666666667,25.1344524,22.80958763333333,0.0
2020-05-15 00:30:00,0.0,0.0,0.0,6837222.666666667,24.890941500000004,22.476578833333335,0.0
2020-05-15 01:00:00,0.0,0.0,0.0,6845012.287878788,24.578808778571428,22.066996754761906,0.0
2020-05-15 01:30:00,0.0,0.0,0.0,6845012.287878788,24.7558481,22.756922433333333,0.0
2020-05-15 02:00:00,0.0,0.0,0.0,6837222.666666667,24.97458903333333,23.18467113333333,0.0
2020-05-15 02:30:00,0.0,0.0,0.0,6837222.666666667,24.999084433333334,23.839472533333332,0.0
2020-05-15 03:00:00,0.0,0.0,0.0,6837222.666666667,25.000762347619045,24.367821652380954,0.0
2020-05-15 03:30:00,0.0,0.0,0.0,6837222.666666667,24.908415733333335,23.885045333333338,0.0
2020-05-15 04:00:00,0.0,0.0,0.0,6845012.287878788,24.5154165,22.186792033333333,0.0
2020-05-15 04:30:00,0.0,0.0,0.0,6852801.909090909,24.0379232,22.07941996666667,0.0
2020-05-15 05:00:00,0.0,0.0,0.0,6845012.287878788,24.2409969,22.76570026904762,0.0
2020-05-15 05:30:00,0.0,0.0,0.0,6837222.666666667,24.3089692,23.2745362,0.00043136062066665
2020-05-15 06:00:00,168.67261904357142,16.292091836857143,1.458616780047619,6837224.137761906,24.050040666666668,22.280107633333333,0.0140842823266666
2020-05-15 06:30:00,997.676001109091,97.06006493545453,26.000811688022726,6852827.825431818,24.097860633333333,23.667862966666668,0.0724020887333333
2020-05-15 07:00:00,1952.50278675,191.39510822727271,101.58468614522728,6852903.682272728,24.67667895,28.03706536190476,0.14832655952380946
2020-05-15 07:30:00,2000.3451027954543,196.0915854931818,198.60917208181817,6853000.575045455,25.1024851,29.57637736666667,0.1467962861333333
2020-05-15 08:00:00,3790.271834409091,371.99258116818186,327.04610390000005,6853128.847363637,25.689297600000003,33.47062776666667,0.2736731373333333
2020-05-15 08:30:00,4650.796130863636,456.2652462090909,550.8978625568182,6853352.738886364,26.631305933333334,39.70000616666666,0.3588876839999999
2020-05-15 09:00:00,6009.657061704545,588.7314123409091,831.2309253227272,6853632.801704545,27.80466593571429,45.81346954999999,0.4840183421904762
2020-05-15 09:30:00,5406.642857136363,529.6480113636364,1055.0516774795456,6853857.103909091,27.48341776666667,40.03345146666666,0.39522718866666673
2020-05-15 10:00:00,7766.881087590909,759.7442775954546,1416.3697240545455,6854218.096568182,28.7005523,50.0907368,0.6214794243333333
2020-05-15 10:30:00,5505.1540584545455,539.5504707818181,1741.419724,6854543.038590909,29.103075233333335,46.64902443333334,0.4085550186666666
2020-05-15 11:00:00,8047.028679477273,786.8243857931818,2071.425351772727,6854873.037409091,29.813440809523808,48.84622098571428,0.6111740474523809
2020-05-15 11:30:00,7342.66720775,718.3834821431818,2431.7536525681817,6855233.952863636,30.549061066666667,48.8388734,0.5125281263333333
2020-05-15 12:00:00,8304.343073795455,811.9960497659091,2808.0284091136364,6855610.314659091,31.4063364,49.51403809999999,0.6514143076666666
2020-05-15 12:30:00,9256.903138704545,904.8319263999999,3250.960633136364,6856052.262022728,32.269552566666675,51.49224753333333,0.7052454706666667
2020-05-15 13:00:00,6354.15706175,622.4514204545454,3623.934659090909,6856425.797227273,32.55993026904761,48.310964523809524,0.45263952371428573
2020-05-15 13:30:00,7876.001217499999,770.9636769545455,3978.8043831818186,6856780.243181817,32.60154613333334,47.093373533333335,0.567773424
2020-05-15 14:00:00,10960.27272759091,1070.445738634091,4423.120535727273,6857224.064181818,33.946977666666676,52.41725866666667,0.8143724773333333
2020-05-15 14:30:00,6900.396861454546,675.2784415613637,4877.304680727273,6857679.261522727,33.888553240476185,51.06866568809524,0.5044636598571428
2020-05-15 15:00:00,6178.625405818182,605.3362013,5196.446022704546,6857998.355136363,33.96716003333333,45.157586566666666,0.42309034599999995
2020-05-15 15:30:00,6238.488230545455,611.0610389545454,5514.838744590908,6858316.941022728,34.416897500000005,45.3324485,0.4557135453333332
2020-05-15 16:00:00,4741.220373363636,465.16976461136363,5774.915990272728,6858576.825068182,34.25370363333333,42.170142633333334,0.3435392446666665
2020-05-15 16:30:00,4133.109172090909,405.7823593068182,5997.163284613636,6858799.011795455,34.10910323333333,40.3498333,0.30265047700000003
2020-05-15 17:00:00,2264.3733766590913,222.04541396136364,6147.275974,6858949.217568181,33.371784152380954,36.339455521428576,0.17035568938095236
2020-05-15 17:30:00,855.4564393863636,83.18231872386363,6222.0137987045455,6859023.918022728,32.67199666666667,32.94346986666667,0.0627824618
2020-05-15 18:00:00,197.82313311613638,19.102922078068183,6245.455763022727,6859047.368613636,30.18776228809524,29.4539192,0.015847440634285698
2020-05-15 18:30:00,0.0,0.0,6248.772727272727,6859050.681818182,28.1897909,26.6239694,0.000920512272
2020-05-15 19:00:00,0.0,0.0,6247.357142857143,6918639.214285715,27.276761900000004,25.293079733333336,0.0
2020-05-15 19:30:00,0.0,0.0,6247.357142857143,6918639.214285715,25.402969300000002,24.12833666666667,0.000112801332
2020-05-15 20:00:00,0.0,0.0,6247.357142857143,6918639.214285715,23.037638354761903,20.513661190476192,0.0
2020-05-15 20:30:00,0.0,0.0,6247.357142857143,6918639.214285715,22.169235133333334,20.344111033333334,0.0
2020-05-15 21:00:00,0.0,0.0,5111.4740259740265,6888844.948051948,22.143939233333334,20.6416768,0.0
2020-05-15 21:30:00,0.0,0.0,3975.590909090909,6859050.681818182,22.2290394,20.83655816666667,0.0
2020-05-15 22:00:00,0.0,0.0,3975.590909090909,6859050.681818182,22.185585480952383,20.813944897619045,0.0
2020-05-15 22:30:00,0.0,0.0,3975.590909090909,6859050.681818182,22.080896900000003,20.951063866666665,0.0
2020-05-15 23:00:00,0.0,0.0,3809.941287878788,6861655.601325758,22.21294087820513,21.19260101602564,0.0
2020-05-15 23:30:00,0.0,0.0,3147.342803030303,6872075.279356061,22.12063116025641,20.997738926282047,0.0
2020-05-16 00:00:00,0.0,0.0,2484.744318181818,6882494.957386363,22.028321442307693,20.80287683653846,0.0
2020-05-16 00:30:00,0.0,0.0,1822.1458333333333,6892914.635416666,21.936011724358977,20.608014746794872,0.0
2020-05-16 01:00:00,0.0,0.0,1159.5473484848483,6903334.31344697,21.843702006410254,20.413152657051285,0.0
2020-05-16 01:30:00,0.0,0.0,496.9488636363634,6913753.991477273,21.75139228846154,20.21829056730769,0.0
2020-05-16 02:00:00,0.0,0.0,0.0,6890309.715909091,21.6852857,19.9956739,0.0
2020-05-16 02:30:00,0.0,0.0,0.0,6859050.681818182,21.503347766666668,19.608780866666667,0.0
2020-05-16 03:00:00,0.0,0.0,0.0,6859050.681818182,21.6601134,20.088683033333332,0.0
2020-05-16 03:30:00,0.0,0.0,0.0,6859050.681818182,21.75579333333333,20.428889033333334,0.0
2020-05-16 04:00:00,0.0,0.0,0.0,6859050.681818182,21.879233045238095,20.76327538095238,0.0
2020-05-16 04:30:00,0.0,0.0,0.0,6859050.681818182,21.97786646666667,20.7612203,0.0
2020-05-16 05:00:00,0.0,0.0,0.0,6859050.681818182,21.899515833333332,20.577314266666665,0.0
2020-05-16 05:30:00,0.0,0.0,0.0,6859050.681818182,21.918287166666666,20.651813833333335,7.35847321e-05
2020-05-16 06:00:00,195.59983765977273,18.900284090931816,2.097808441545454,6859052.779613636,21.89181895,20.34360063571428,0.014919848122619
2020-05-16 06:30:00,917.4724025568182,89.0906249975,27.46753246818182,6859078.149386363,22.0627522,21.692524166666665,0.06439230579999995
2020-05-16 07:00:00,1761.3867694772728,172.43417207727273,91.97686688295454,6859142.6652045455,22.55258286666667,23.67646793333333,0.12357670999999995
2020-05-16 07:30:00,2949.8080357045455,289.62686688181816,202.6136363659091,6859253.295431819,23.18184630238095,26.802981802380955,0.20888016519047614
2020-05-16 08:00:00,4490.316964340909,440.7161931818182,387.55357142500003,6859438.23540909,24.159188866666668,31.900253266666667,0.3183517003333334
2020-05-16 08:30:00,6205.6047077954545,607.9838879863637,649.1351461045455,6859699.816931819,25.462037066666664,37.749099766666674,0.448815219
2020-05-16 09:00:00,6103.669237022727,598.0380276,959.5819805295455,6860010.263795454,26.1482148,39.0248423,0.4403878393333333
2020-05-16 09:30:00,6611.991883068182,647.6198457795455,1255.5385552272728,6860306.220340909,26.812319066666667,40.852808833333334,0.48054378133333325
2020-05-16 10:00:00,7241.095373409091,708.9472808431818,1608.12824675,6860658.810068181,27.771283909523813,45.270611466666665,0.48059092635714284
2020-05-16 10:30:00,8862.920860499999,866.9632305159091,2005.933847409091,6861056.615659092,28.532656866666663,49.5583915,0.6249791083333333
2020-05-16 11:00:00,7833.925730613637,766.7706168818181,2409.300324681818,6861459.982136363,29.259936600000003,48.639961766666666,0.5588193856666666
2020-05-16 11:30:00,8013.724837681819,784.2739853863636,2782.739853909091,6861833.4216590915,29.768320699999997,46.78107276666667,0.5581089316666666
2020-05-16 12:00:00,8258.095373386364,808.0978490227272,3201.310470818182,6862251.99225,30.23338039047619,49.38355059523809,0.6012147152857142
2020-05-16 12:30:00,10774.585227250001,1052.424675293182,3650.9537338636364,6862701.635454546,31.0537567,52.34115800000001,0.7896800256666667
2020-05-16 13:00:00,9662.924919022727,944.6613636636364,4149.0641233863635,6863199.745931819,31.488486833333333,52.4526428,0.6847040923333334
2020-05-16 13:30:00,7749.015827863637,758.4302759727273,4593.134334409091,6863643.816159091,31.491681933333332,48.5238009,0.5431286113333333
2020-05-16 14:00:00,7412.465909136364,725.6624188272727,4941.6047077954545,6863992.286522727,31.706698533333338,47.201893033333334,0.5158310416666666
2020-05-16 14:30:00,7372.428977295454,721.8400162340909,5324.872564977273,6864375.554340909,32.29673090714286,47.27954174047619,0.524732696547619
2020-05-16 15:00:00,6553.3015422045455,641.9077922068182,5670.131087659091,6864720.812909091,32.48051460000001,45.8053733,0.46168110333333323
2020-05-16 15:30:00,4460.053571454546,437.7123376681818,5940.171672068182,6864990.8535,32.21570843333333,41.49226576666666,0.305685445
2020-05-16 16:00:00,3113.211038954545,305.76473214090913,6120.653409113636,6865171.335204545,31.994430666666666,37.006584733333334,0.2097755383333333
2020-05-16 16:30:00,2406.8210227727272,236.00718344318182,6255.781655795455,6865306.463522728,31.897279952380952,35.27696606904762,0.16286257578571425
2020-05-16 17:00:00,1784.2439123636364,174.73567370227272,6358.939935045455,6865409.621772728,31.643942166666665,33.242527233333334,0.12139840536666666
2020-05-16 17:30:00,963.9931006681818,93.63311688204544,6426.871753272728,6865477.5535454545,31.174382533333333,30.8619648,0.06501903739999995
2020-05-16 18:00:00,259.0137986931818,25.026217532954547,6455.616071363636,6865506.297954545,29.929954933333335,27.6513062,0.0175125722733333
2020-05-16 18:30:00,0.0,0.0,6459.727272727273,6865510.409090909,28.829523766666668,25.70558356666666,0.00017972483662
2020-05-16 19:00:00,0.0,0.0,6459.727272727273,6865510.409090909,28.134042792857144,25.28934787142857,0.0
2020-05-16 19:30:00,0.0,0.0,6459.727272727273,6865510.409090909,27.413644366666666,25.0580738,0.0
2020-05-16 20:00:00,0.0,0.0,6459.727272727273,6865510.409090909,26.821596166666666,24.28847963333333,0.0
2020-05-16 20:30:00,0.0,0.0,6459.727272727273,6865510.409090909,26.39790892857143,23.724753138095238,0.0
2020-05-16 21:00:00,0.0,0.0,6459.727272727273,6865510.409090909,25.81240126666667,23.13705653333333,0.0
2020-05-16 21:30:00,0.0,0.0,6459.727272727273,6865510.409090909,25.205175666666666,22.54084983333333,0.0
2020-05-16 22:00:00,0.0,0.0,6459.727272727273,6865510.409090909,24.9467417,22.184477700000002,0.0
2020-05-16 22:30:00,0.0,0.0,6459.727272727273,6865510.409090909,24.552523695238094,22.014927909523813,0.0
2020-05-16 23:00:00,0.0,0.0,6459.727272727273,6865510.409090909,24.427096566666666,22.194638033333334,0.0
2020-05-16 23:30:00,0.0,0.0,6202.113636363636,6865510.409090909,24.313684000000002,21.963416566666666,0.0
2020-05-17 00:00:00,0.0,0.0,111.54545454545455,6865510.409090909,24.090848700000002,21.6398844,0.0
2020-05-17 00:30:00,0.0,0.0,0.0,6865510.409090909,23.9158787,21.501935488095235,0.0
